               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.032678,            0.012634,           0.0036671,             0.95081,             0.95535,               0.978,             0.70807,              0.0217,            0.005535,          0.00065646,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032874,            0.014382,            0.002229,             0.92938,             0.95998,             0.96945,             0.69899,            0.024452,           0.0055425,          0.00064872,             0.00208,             0.00208,             0.00208
                 162,            0.031155,            0.013105,           0.0018521,             0.94811,             0.96212,             0.97884,             0.71357,            0.020954,           0.0055365,          0.00063189,           0.0020305,           0.0020305,           0.0020305
                 163,            0.033095,            0.016158,           0.0024456,              0.9462,              0.9637,              0.9834,              0.7343,            0.022458,           0.0055004,          0.00062704,            0.001981,            0.001981,            0.001981
                 164,            0.029832,            0.013195,           0.0011472,             0.97856,             0.96388,             0.98804,             0.70727,            0.020631,           0.0054555,           0.0006247,           0.0019315,           0.0019315,           0.0019315
                 165,            0.032849,            0.014682,           0.0021585,              0.9772,             0.96143,             0.98996,             0.70411,            0.020885,           0.0054571,          0.00061938,            0.001882,            0.001882,            0.001882
                 166,            0.030893,            0.014262,           0.0019154,             0.94631,             0.96332,             0.98197,             0.67749,            0.020815,           0.0054651,          0.00060925,           0.0018325,           0.0018325,           0.0018325
                 167,            0.030967,            0.012852,            0.001614,             0.97649,             0.96441,             0.99221,             0.70597,            0.020167,           0.0054402,          0.00059838,            0.001783,            0.001783,            0.001783
                 168,            0.029739,             0.01401,           0.0014449,              0.9824,             0.97501,             0.99496,             0.74132,            0.020388,           0.0054104,           0.0005926,           0.0017335,           0.0017335,           0.0017335
                 169,             0.02958,             0.01277,            0.001631,             0.96587,              0.9662,             0.98808,             0.73536,            0.020444,           0.0053964,           0.0005904,            0.001684,            0.001684,            0.001684
                 170,            0.031247,            0.014442,           0.0020035,             0.97953,             0.97581,             0.99496,             0.74271,            0.020231,           0.0053655,           0.0005799,           0.0016345,           0.0016345,           0.0016345
                 171,            0.033554,            0.014109,           0.0024421,               0.942,              0.9669,             0.97929,              0.7271,            0.022446,           0.0053331,          0.00057007,            0.001585,            0.001585,            0.001585
                 172,            0.031224,            0.013815,           0.0020966,             0.97657,             0.96685,             0.99225,             0.74673,            0.020182,           0.0053233,          0.00057309,           0.0015355,           0.0015355,           0.0015355
                 173,            0.030878,            0.014256,           0.0013897,             0.97421,             0.96738,             0.98804,             0.75321,             0.02209,           0.0053166,          0.00057163,            0.001486,            0.001486,            0.001486
                 174,            0.029775,            0.014187,           0.0014225,              0.9768,             0.96734,             0.98996,                0.76,            0.019992,           0.0052763,          0.00056512,           0.0014365,           0.0014365,           0.0014365
                 175,            0.031054,            0.013603,           0.0017358,             0.97928,             0.96473,             0.98992,             0.72289,            0.020374,           0.0052795,           0.0005626,            0.001387,            0.001387,            0.001387
                 176,            0.028905,            0.014135,           0.0016686,             0.97962,             0.96245,             0.98992,             0.73267,               0.021,           0.0052769,          0.00056173,           0.0013375,           0.0013375,           0.0013375
                 177,            0.029794,            0.014154,           0.0017949,             0.94856,             0.96854,             0.98694,             0.73509,            0.020129,           0.0052722,          0.00055788,            0.001288,            0.001288,            0.001288
                 178,            0.029756,            0.011775,           0.0015976,             0.94565,             0.96791,              0.9834,             0.74263,             0.02005,           0.0052346,          0.00055238,           0.0012385,           0.0012385,           0.0012385
                 179,            0.029424,            0.012131,           0.0011406,             0.92992,              0.9636,             0.97712,             0.74344,            0.021022,           0.0052419,           0.0005535,            0.001189,            0.001189,            0.001189
                 180,            0.028149,            0.013443,           0.0021188,             0.94889,              0.9636,             0.98975,             0.74095,            0.019753,           0.0052102,          0.00054863,           0.0011395,           0.0011395,           0.0011395
                 181,            0.028443,            0.013398,           0.0022969,             0.95377,              0.9636,             0.98629,              0.7386,            0.020693,           0.0052052,           0.0005469,             0.00109,             0.00109,             0.00109
                 182,            0.028996,            0.014575,           0.0020031,             0.95493,             0.96567,             0.98637,             0.75006,            0.019888,           0.0051776,          0.00054273,           0.0010405,           0.0010405,           0.0010405
                 183,            0.028574,            0.011433,           0.0020523,             0.95793,             0.96369,             0.98387,             0.74292,            0.020033,           0.0051581,          0.00053643,            0.000991,            0.000991,            0.000991
                 184,            0.031194,             0.01348,           0.0019605,             0.95671,             0.96392,             0.98641,             0.73863,            0.019477,           0.0051571,          0.00052915,           0.0009415,           0.0009415,           0.0009415
                 185,            0.030038,            0.011951,           0.0015482,             0.96923,             0.96877,             0.99221,             0.74725,            0.018749,           0.0051382,          0.00052574,            0.000892,            0.000892,            0.000892
                 186,            0.030034,            0.015034,           0.0015179,             0.97072,              0.9686,             0.99221,             0.76702,            0.018618,           0.0051441,          0.00052163,           0.0008425,           0.0008425,           0.0008425
                 187,            0.028108,            0.012765,           0.0012248,             0.97257,             0.97347,             0.99496,             0.77424,            0.018665,           0.0051602,          0.00051314,            0.000793,            0.000793,            0.000793
                 188,             0.03037,            0.013172,           0.0020878,             0.97393,             0.97442,             0.99496,             0.77596,            0.018564,           0.0051606,          0.00050402,           0.0007435,           0.0007435,           0.0007435
                 189,            0.028227,            0.012898,            0.001364,             0.97825,             0.97706,               0.995,             0.77468,            0.019383,           0.0051638,           0.0004964,            0.000694,            0.000694,            0.000694
                 190,             0.02656,            0.013196,           0.0012545,             0.97874,             0.97872,               0.995,             0.77486,             0.01933,           0.0051568,          0.00048962,           0.0006445,           0.0006445,           0.0006445
                 191,            0.029374,            0.013999,           0.0022289,             0.97944,             0.98068,               0.995,             0.75208,            0.019274,           0.0051704,          0.00047865,            0.000595,            0.000595,            0.000595
                 192,            0.029304,            0.012417,            0.002724,             0.97214,             0.97091,             0.99225,              0.7586,            0.018694,           0.0051424,          0.00047297,           0.0005455,           0.0005455,           0.0005455
                 193,            0.028483,            0.014206,            0.001429,             0.97904,             0.98063,               0.995,             0.75668,            0.018479,           0.0051359,          0.00046824,            0.000496,            0.000496,            0.000496
                 194,            0.029174,            0.012903,           0.0023764,             0.97904,             0.98002,               0.995,              0.7573,            0.018295,           0.0051278,          0.00046512,           0.0004465,           0.0004465,           0.0004465
                 195,            0.026786,            0.012038,           0.0013437,             0.97887,             0.97796,               0.995,             0.76323,            0.018374,           0.0051233,          0.00045686,            0.000397,            0.000397,            0.000397
                 196,            0.026739,            0.011745,           0.0024996,             0.97907,             0.97662,               0.995,             0.76564,            0.018315,            0.005115,          0.00045177,           0.0003475,           0.0003475,           0.0003475
                 197,            0.028741,            0.014063,           0.0018384,             0.97906,             0.97564,               0.995,             0.76474,            0.018456,           0.0051094,          0.00044586,            0.000298,            0.000298,            0.000298
                 198,            0.028293,            0.013742,           0.0017513,              0.9786,             0.97428,               0.995,             0.75889,            0.018619,           0.0050994,          0.00044352,           0.0002485,           0.0002485,           0.0002485
                 199,            0.028718,            0.012677,            0.001396,             0.97873,             0.97462,               0.995,             0.76797,            0.018481,           0.0050855,          0.00043783,            0.000199,            0.000199,            0.000199
